Year,LocationDesc,Category,Topic,Age_18-24,Age_20-24,Age_25-44,Age_35+,Age_45-64,Age_65+,Age_75+,Gender_Female,Gender_Male,Overall_Overall,Race_Hispanic,Race_Non-Hispanic Asian,Race_Non-Hispanic Black,Race_Non-Hispanic White,Race_Other
2011,Kansas,Risk Factors,Smoking,24.5,,27.2,19.4,22.5,9.5,5.6,19.5,24.7,22.0,22.7,17.1,28.5,21.2,41.2
2011,Kentucky,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,1.5,8.5,8.5,14.7,16.0,4.7,7.5,6.1,,,4.3,6.1,
2011,Kentucky,Cardiovascular Diseases,Coronary Heart Disease,,,1.3,8.2,7.8,15.0,15.9,5.1,6.7,5.9,,,,6.0,
2011,Kentucky,Cardiovascular Diseases,Major Cardiovascular Disease,,,3.3,15.0,14.1,26.6,29.6,10.0,12.2,11.1,,,10.6,11.1,
2011,Kentucky,Cardiovascular Diseases,Stroke,,,1.2,5.0,4.6,9.2,11.2,4.2,3.6,3.9,,,,3.7,
2011,Kentucky,Risk Factors,Cholesterol Abnormalities,,,59.3,71.85,72.9,78.19999999999999,75.75,68.5,69.1,68.75,34.5,,40.6,68.8,47.4
2011,Kentucky,Risk Factors,Diabetes,,,4.2,14.6,15.3,21.9,19.7,11.2,10.4,10.8,,,14.8,10.5,11.8
2011,Kentucky,Risk Factors,Hypertension,13.7,,38.65,66.5,65.8,80.0,79.44999999999999,59.3,57.25,58.2,13.6,,63.0,58.150000000000006,38.8
2011,Kentucky,Risk Factors,Nutrition,89.2,,89.9,89.4,89.2,88.4,86.7,87.3,91.5,89.3,,,90.3,89.3,83.7
2011,Kentucky,Risk Factors,Obesity,,30.5,31.6,30.0,30.55,29.150000000000002,30.2,33.85,27.35,30.65,28.650000000000002,,32.85,30.35,34.650000000000006
2011,Kentucky,Risk Factors,Physical Inactivity,87.1,,73.3,66.8,67.1,61.4,58.5,69.6,71.8,70.6,85.7,,65.0,70.8,69.0
2011,Kentucky,Risk Factors,Smoking,30.9,,37.5,25.9,29.7,10.4,5.4,26.5,31.8,29.0,28.2,,34.2,28.7,43.1
2011,Louisiana,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,1.2,7.3,6.4,14.4,17.4,4.3,6.1,5.1,6.4,,4.3,5.4,7.2
2011,Louisiana,Cardiovascular Diseases,Coronary Heart Disease,,,1.1,7.2,7.0,12.8,13.0,4.6,5.3,4.9,,,3.6,5.6,7.7
2011,Louisiana,Cardiovascular Diseases,Major Cardiovascular Disease,,,2.7,14.3,12.9,26.8,29.8,9.6,10.5,10.0,10.3,,9.3,10.4,12.0
2011,Louisiana,Cardiovascular Diseases,Stroke,,,1.1,5.4,5.0,9.5,10.1,4.2,3.3,3.8,,,4.7,3.4,
2011,Louisiana,Risk Factors,Cholesterol Abnormalities,,,59.95,70.95,71.44999999999999,76.25,50.3,67.6,68.7,68.1,43.8,,66.4,68.7,35.9
2011,Louisiana,Risk Factors,Diabetes,,,6.5,16.1,15.3,24.2,24.2,11.5,12.2,11.8,10.0,,15.7,10.2,12.7
2011,Louisiana,Risk Factors,Hypertension,8.3,,44.05,68.85,69.0,81.94999999999999,81.65,62.3,58.6,60.6,49.849999999999994,,63.0,60.05,35.6
2011,Louisiana,Risk Factors,Nutrition,91.3,,91.2,92.8,92.0,92.6,92.5,91.1,92.5,91.7,89.7,,92.9,91.4,
2011,Louisiana,Risk Factors,Obesity,,35.95,32.1,31.3,32.1,29.45,29.3,34.05,29.75,32.0,32.35,,31.6,32.15,31.1
2011,Louisiana,Risk Factors,Physical Inactivity,74.9,,68.3,63.5,64.4,58.8,54.1,63.0,69.8,66.2,65.9,,62.1,68.3,62.3
2011,Louisiana,Risk Factors,Smoking,22.8,,33.0,23.4,26.3,12.1,8.0,22.2,29.6,25.7,18.4,,25.5,26.1,33.6
2011,Maine,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,0.9,7.1,5.6,14.4,17.8,3.7,7.3,5.4,,,,5.3,11.0
2011,Maine,Cardiovascular Diseases,Coronary Heart Disease,,,,6.9,5.6,14.1,16.2,4.1,6.5,5.2,,,,5.2,10.3
2011,Maine,Cardiovascular Diseases,Major Cardiovascular Disease,,,1.7,12.2,9.9,24.4,29.3,7.7,11.4,9.5,7.2,,,9.4,15.7
2011,Maine,Cardiovascular Diseases,Stroke,,,,3.6,2.5,7.8,9.9,2.8,2.9,2.8,,,,2.8,4.2
2011,Maine,Risk Factors,Cholesterol Abnormalities,,12.0,57.2,70.55000000000001,70.8,77.6,77.25,67.95,68.1,68.0,41.8,,,68.1,38.0
2011,Maine,Risk Factors,Diabetes,,,3.7,12.3,11.8,19.1,19.9,8.8,10.4,9.6,,,,9.6,6.8
2011,Maine,Risk Factors,Hypertension,6.7,,29.4,61.5,59.75,76.55,79.05,57.05,54.25,55.550000000000004,39.75,,,55.849999999999994,47.9
2011,Maine,Risk Factors,Nutrition,83.1,,78.6,80.6,80.6,81.1,81.2,75.5,85.6,80.4,74.9,,,80.4,83.2
2011,Maine,Risk Factors,Obesity,,34.55,31.049999999999997,29.85,30.1,28.95,30.35,33.8,27.15,30.5,31.1,63.9,30.9,30.45,33.650000000000006
2011,Maine,Risk Factors,Physical Inactivity,86.7,,80.7,74.3,74.9,70.1,65.1,77.2,76.8,77.0,81.8,,,77.1,72.9
2011,Maine,Risk Factors,Smoking,29.2,,32.9,19.1,21.0,7.9,5.6,20.7,25.1,22.8,32.0,,,22.5,45.7
2011,Maryland,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,,5.7,4.8,11.9,13.4,3.1,5.4,4.2,,,3.6,4.5,
2011,Maryland,Cardiovascular Diseases,Coronary Heart Disease,,,0.8,5.5,4.3,13.0,16.6,3.4,4.7,4.0,,,3.1,4.9,
2011,Maryland,Cardiovascular Diseases,Major Cardiovascular Disease,,,2.6,10.3,8.4,22.1,27.2,6.8,8.8,7.7,,,6.9,8.4,
2011,Maryland,Cardiovascular Diseases,Stroke,,,1.0,3.5,2.8,7.3,9.7,2.7,2.5,2.6,,,3.2,2.5,
2011,Maryland,Risk Factors,Cholesterol Abnormalities,,11.2,58.5,69.05,69.7,54.7,49.7,66.0,66.9,66.4,28.1,30.4,65.35,67.35,35.6
2011,Maryland,Risk Factors,Diabetes,,,3.5,12.6,12.1,22.1,22.7,9.3,9.5,9.4,5.5,,12.5,8.4,
2011,Maryland,Risk Factors,Hypertension,7.2,,35.65,62.95,62.800000000000004,78.15,79.4,57.8,54.05,56.0,36.150000000000006,12.5,59.95,56.0,34.2
2011,Maryland,Risk Factors,Nutrition,83.6,,82.2,83.5,83.1,85.8,86.8,81.4,85.5,83.3,82.0,83.2,83.1,84.1,76.2
2011,Maryland,Risk Factors,Obesity,,31.849999999999998,32.05,30.5,29.950000000000003,30.400000000000002,29.9,33.75,28.049999999999997,30.950000000000003,29.1,34.45,31.200000000000003,31.0,29.75
2011,Maryland,Risk Factors,Physical Inactivity,80.7,,76.6,71.9,71.2,69.1,64.1,72.3,75.6,73.9,68.0,72.3,71.3,75.8,74.6
2011,Maryland,Risk Factors,Smoking,23.0,,21.9,17.3,19.9,9.2,7.6,17.3,21.3,19.2,20.1,,19.1,19.8,24.4
2011,Massachusetts,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,0.8,5.1,3.9,11.5,13.4,2.6,5.1,3.8,3.5,,4.3,3.9,4.4
2011,Massachusetts,Cardiovascular Diseases,Coronary Heart Disease,,,,5.2,4.0,11.8,14.5,3.0,4.6,3.8,3.3,,2.1,3.9,7.5
2011,Massachusetts,Cardiovascular Diseases,Major Cardiovascular Disease,,,1.7,9.8,7.0,22.0,26.6,6.0,8.5,7.2,6.2,,7.9,7.2,13.7
2011,Massachusetts,Cardiovascular Diseases,Stroke,,,,3.1,1.9,7.5,9.3,2.1,2.4,2.2,1.8,,3.5,2.1,
2011,Massachusetts,Risk Factors,Cholesterol Abnormalities,,10.7,58.25,68.9,69.25,75.3,48.8,65.6,66.6,66.05,65.0,21.6,31.4,66.6,32.6
2011,Massachusetts,Risk Factors,Diabetes,,,3.1,10.7,9.8,18.5,18.9,7.5,8.5,8.0,10.6,4.3,11.5,7.6,11.7
2011,Massachusetts,Risk Factors,Hypertension,7.9,,30.25,59.75,57.65,76.65,77.75,55.400000000000006,50.75,53.0,46.550000000000004,15.1,53.650000000000006,53.75,53.2
2011,Massachusetts,Risk Factors,Nutrition,82.1,,81.9,80.4,80.5,79.5,79.1,77.2,85.1,81.0,80.5,81.6,81.3,81.1,81.3
2011,Massachusetts,Risk Factors,Obesity,,35.85,31.0,29.85,29.8,29.0,29.099999999999998,34.099999999999994,27.15,30.65,31.25,30.85,31.200000000000003,30.5,31.6
2011,Massachusetts,Risk Factors,Physical Inactivity,83.8,,78.6,74.8,76.1,68.3,63.7,75.3,77.8,76.5,65.1,79.2,74.1,78.1,62.8
2011,Massachusetts,Risk Factors,Smoking,22.6,,23.3,15.6,16.7,9.0,5.7,16.9,19.8,18.3,19.3,9.1,17.7,18.5,23.1
2011,Median of all states,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),0.2,,7.45,21.150000000000002,18.15,26.75,25.4,18.0,21.900000000000002,19.9,15.05,1.2,14.75,20.75,14.1
2011,Median of all states,Cardiovascular Diseases,Coronary Heart Disease,0.2,,0.8,5.7,4.7,12.5,14.2,3.3,4.8,4.1,2.7,1.0,3.3,4.6,5.2
2011,Median of all states,Cardiovascular Diseases,Major Cardiovascular Disease,0.9,,2.1,11.1,9.0,24.0,28.0,7.2,9.4,8.0,5.7,2.3,8.2,8.7,10.7
2011,Median of all states,Cardiovascular Diseases,Stroke,0.2,,0.9,3.8,3.0,8.0,9.9,2.9,2.7,2.9,1.9,0.7,3.5,2.8,3.9
2011,Median of all states,Risk Factors,Cholesterol Abnormalities,,52.6,57.900000000000006,69.95,70.35,76.55000000000001,75.45,66.45,67.5,67.15,65.2,63.35,66.15,67.35,66.0
2011,Median of all states,Risk Factors,Diabetes,0.9,,3.7,13.0,12.7,20.8,19.7,9.0,10.0,9.5,9.6,5.1,12.6,9.0,12.4
2011,Median of all states,Risk Factors,Hypertension,9.649999999999999,,30.85,61.65,60.349999999999994,77.6,79.25,56.050000000000004,52.5,54.349999999999994,41.8,44.4,57.45,55.4,51.099999999999994
2011,Median of all states,Risk Factors,Nutrition,86.5,,82.6,83.2,83.1,83.6,82.0,79.9,86.9,83.3,82.7,81.5,84.5,83.9,81.2
2011,Median of all states,Risk Factors,Obesity,,34.65,31.4,30.3,30.35,29.25,29.1,33.9,28.200000000000003,30.8,29.85,32.7,31.85,30.849999999999998,31.900000000000002
2011,Median of all states,Risk Factors,Physical Inactivity,83.6,,77.1,71.8,73.2,66.2,61.6,73.5,75.9,73.9,68.6,76.0,71.3,75.9,72.0
2011,Median of all states,Risk Factors,Smoking,23.9,,26.2,18.8,21.5,9.2,5.3,18.8,23.6,21.3,19.8,10.7,25.5,20.8,29.6
2011,Michigan,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,0.9,7.4,6.4,14.9,17.9,4.3,6.4,5.3,,,5.1,5.3,
2011,Michigan,Cardiovascular Diseases,Coronary Heart Disease,,,,7.0,6.1,13.9,17.6,4.2,5.8,5.0,,,3.7,5.1,
2011,Michigan,Cardiovascular Diseases,Major Cardiovascular Disease,,,2.0,13.1,11.4,25.7,31.7,8.7,10.4,9.5,9.5,,10.0,9.4,12.1
2011,Michigan,Cardiovascular Diseases,Stroke,,,0.8,4.5,3.8,8.9,11.5,3.5,3.1,3.3,,,4.9,3.0,
2011,Michigan,Risk Factors,Cholesterol Abnormalities,,10.3,58.55,71.7,72.35,78.6,55.0,67.85,69.6,68.65,42.3,29.2,66.45,69.3,36.0
2011,Michigan,Risk Factors,Diabetes,,,4.4,13.4,12.8,21.3,21.1,9.8,10.2,10.0,12.6,,12.6,9.5,13.6
2011,Michigan,Risk Factors,Hypertension,7.1,,32.2,62.4,61.35,78.5,81.25,57.5,53.25,55.300000000000004,46.2,,57.25,55.7,28.5
2011,Michigan,Risk Factors,Nutrition,79.1,,82.5,83.4,82.9,82.2,78.3,77.9,86.7,82.1,81.1,83.2,79.0,82.7,
2011,Michigan,Risk Factors,Obesity,,33.7,33.05,31.25,31.75,29.0,29.35,33.7,30.0,31.8,33.599999999999994,57.1,33.6,31.450000000000003,30.85
2011,Michigan,Risk Factors,Physical Inactivity,84.2,,80.8,73.5,73.6,68.8,65.6,75.0,77.9,76.4,71.1,72.6,70.2,77.8,72.0
2011,Michigan,Risk Factors,Smoking,24.3,,29.5,21.0,24.3,9.9,4.9,19.7,27.1,23.3,20.0,,27.6,23.0,36.3
2011,Minnesota,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,0.7,4.8,3.3,11.6,13.7,2.0,4.9,3.4,3.1,,,3.5,
2011,Minnesota,Cardiovascular Diseases,Coronary Heart Disease,,,0.6,4.4,3.1,10.7,12.7,2.4,4.0,3.2,,,,3.4,
2011,Minnesota,Cardiovascular Diseases,Major Cardiovascular Disease,,,1.5,8.9,6.4,20.9,26.0,4.9,8.0,6.5,6.4,,5.7,6.7,8.5
2011,Minnesota,Cardiovascular Diseases,Stroke,,,0.8,2.8,2.0,6.7,9.9,1.9,2.3,2.1,,,,2.2,
2011,Minnesota,Risk Factors,Cholesterol Abnormalities,,13.2,57.05,68.3,68.75,75.05000000000001,73.8,65.1,66.6,65.8,34.0,21.8,32.1,66.05,44.8
2011,Minnesota,Risk Factors,Diabetes,,,3.4,9.7,9.0,15.8,15.5,6.7,7.9,7.3,6.5,,7.5,7.2,13.7
2011,Minnesota,Risk Factors,Hypertension,6.1,,28.849999999999998,58.6,55.75,76.19999999999999,78.5,53.400000000000006,50.550000000000004,51.9,36.0,10.4,49.400000000000006,52.849999999999994,52.45
2011,Minnesota,Risk Factors,Nutrition,88.6,,83.8,84.3,84.4,84.3,83.4,80.6,89.0,84.7,84.0,85.2,84.7,84.7,85.3
2011,Minnesota,Risk Factors,Obesity,,34.099999999999994,31.05,29.7,29.95,28.200000000000003,27.9,33.25,27.65,30.4,29.35,32.6,29.6,30.4,31.1
2011,Minnesota,Risk Factors,Physical Inactivity,84.4,,79.4,76.9,79.0,69.6,65.5,78.0,78.4,78.2,62.2,77.4,69.5,79.3,75.0
2011,Minnesota,Risk Factors,Smoking,24.7,,22.7,16.0,18.9,8.6,4.3,17.0,21.3,19.1,20.2,12.9,30.5,18.4,39.9
2011,Mississippi,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,1.6,7.6,6.3,14.8,16.3,4.0,6.9,5.4,,,4.4,5.6,
2011,Mississippi,Cardiovascular Diseases,Coronary Heart Disease,,,1.0,6.7,6.2,12.5,13.2,4.5,4.7,4.6,,,3.6,5.2,
2011,Mississippi,Cardiovascular Diseases,Major Cardiovascular Disease,,,3.9,14.7,12.7,26.9,28.5,9.9,11.1,10.5,14.1,,9.0,11.1,
2011,Mississippi,Cardiovascular Diseases,Stroke,,,1.9,5.4,4.9,9.5,9.9,4.3,3.6,4.0,,,4.0,3.8,
2011,Mississippi,Risk Factors,Cholesterol Abnormalities,,,59.25,72.5,72.95,79.2,78.5,69.85,68.4,69.19999999999999,43.8,,67.85,70.1,28.6
2011,Mississippi,Risk Factors,Diabetes,,,4.4,17.2,19.0,24.3,23.1,13.2,11.4,12.3,,,14.7,11.1,13.5
2011,Mississippi,Risk Factors,Hypertension,7.5,,42.95,69.15,68.95,82.0,83.0,61.849999999999994,58.7,60.35,52.6,,61.85,59.849999999999994,34.0
2011,Mississippi,Risk Factors,Nutrition,88.9,,88.5,89.9,90.0,91.6,91.4,87.5,91.9,89.6,84.0,,88.7,90.7,77.5
2011,Mississippi,Risk Factors,Obesity,,34.25,32.55,31.25,31.85,29.35,29.75,34.1,29.6,31.85,32.8,,33.7,30.95,33.1
2011,Mississippi,Risk Factors,Physical Inactivity,75.1,,63.9,61.2,62.1,59.1,53.8,61.5,66.9,64.0,70.5,,59.7,66.0,67.6
2011,Mississippi,Risk Factors,Smoking,29.0,,31.8,23.0,27.3,10.0,4.9,21.9,30.6,26.0,25.3,,22.8,27.3,43.0
2011,Missouri,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,2.0,7.7,5.3,16.3,20.2,4.2,7.0,5.5,,,5.3,5.2,19.3
2011,Missouri,Cardiovascular Diseases,Coronary Heart Disease,,,,6.5,5.6,13.0,13.8,3.7,5.6,4.6,,,3.4,4.8,
2011,Missouri,Cardiovascular Diseases,Major Cardiovascular Disease,,,3.2,13.6,10.7,26.8,32.3,8.6,11.2,9.8,,,9.6,9.7,23.2
2011,Missouri,Cardiovascular Diseases,Stroke,,,,5.0,3.8,10.4,13.1,3.9,3.3,3.7,,,5.5,3.5,
2011,Missouri,Risk Factors,Cholesterol Abnormalities,,,58.75,70.75,70.75,77.6,77.05,67.05,68.65,67.80000000000001,37.0,,36.0,68.15,40.8
2011,Missouri,Risk Factors,Diabetes,,,3.6,13.8,13.8,22.1,22.4,10.2,10.2,10.2,,,10.8,10.2,20.5
2011,Missouri,Risk Factors,Hypertension,9.7,,34.1,65.0,64.35,80.2,81.6,59.199999999999996,55.15,57.199999999999996,18.5,,59.150000000000006,57.45,54.1
2011,Missouri,Risk Factors,Nutrition,87.2,,84.5,85.3,87.5,83.7,81.6,82.3,89.5,85.7,,,88.5,85.9,80.3
2011,Missouri,Risk Factors,Obesity,,34.5,31.650000000000002,30.9,32.35,29.299999999999997,28.2,34.099999999999994,29.200000000000003,31.7,32.8,,31.25,31.6,35.8
2011,Missouri,Risk Factors,Physical Inactivity,82.7,,74.7,68.5,68.6,63.5,58.4,71.3,71.8,71.5,55.5,,66.1,72.8,66.5
2011,Missouri,Risk Factors,Smoking,25.8,,31.9,22.6,26.2,10.1,6.6,23.7,26.6,25.1,16.2,,28.2,25.1,37.0
2011,Montana,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,,21.35,16.8,27.6,24.55,20.9,19.75,19.9,,,,20.75,7.1
2011,Montana,Cardiovascular Diseases,Coronary Heart Disease,,,,5.7,4.5,11.4,14.2,2.8,5.3,4.1,,,,4.1,4.0
2011,Montana,Cardiovascular Diseases,Major Cardiovascular Disease,,,1.5,11.7,9.2,23.4,30.4,7.2,10.1,8.7,,,,8.7,10.2
2011,Montana,Cardiovascular Diseases,Stroke,,,,4.3,2.9,10.2,13.5,3.4,3.1,3.2,,,,3.3,3.7
2011,Montana,Risk Factors,Cholesterol Abnormalities,,,53.55,65.95,65.05000000000001,73.9,72.85,62.7,64.35,63.550000000000004,32.3,,,63.45,65.3
2011,Montana,Risk Factors,Diabetes,,,2.4,10.5,9.3,18.9,17.7,7.9,7.9,7.9,,,,7.5,15.7
2011,Montana,Risk Factors,Hypertension,7.0,,26.1,58.6,55.2,74.7,75.94999999999999,53.35,50.25,51.55,36.0,,,52.5,46.2
2011,Montana,Risk Factors,Nutrition,87.5,,83.0,83.5,83.8,83.1,82.0,79.4,88.6,83.9,78.1,,,83.9,86.8
2011,Montana,Risk Factors,Obesity,,35.6,31.65,30.45,31.3,28.8,29.049999999999997,34.6,28.1,31.299999999999997,28.549999999999997,,,31.299999999999997,32.35
2011,Montana,Risk Factors,Physical Inactivity,83.7,,80.1,73.2,73.6,67.1,64.2,75.7,75.5,75.6,73.0,,,75.9,70.2
2011,Montana,Risk Factors,Smoking,24.4,,25.6,20.5,24.3,11.0,4.7,21.1,23.1,22.1,40.2,,,20.1,45.4
2011,Nebraska,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,0.8,6.1,4.8,12.9,15.0,2.9,5.7,4.3,2.4,,6.3,4.3,
2011,Nebraska,Cardiovascular Diseases,Coronary Heart Disease,,,0.6,5.7,4.2,12.6,13.8,3.1,4.8,3.9,2.2,,5.1,4.1,3.6
2011,Nebraska,Cardiovascular Diseases,Major Cardiovascular Disease,,,1.8,11.1,8.2,24.0,27.6,6.6,9.4,7.9,4.4,,10.8,8.1,
2011,Nebraska,Cardiovascular Diseases,Stroke,,,0.8,3.6,2.6,7.7,10.0,2.8,2.5,2.6,,,5.0,2.7,
2011,Nebraska,Risk Factors,Cholesterol Abnormalities,,51.95,56.199999999999996,69.4,69.65,76.75,74.65,65.6,67.3,66.45,61.3,23.4,35.7,66.69999999999999,41.0
2011,Nebraska,Risk Factors,Diabetes,,,2.5,11.6,11.5,18.9,17.6,8.2,8.6,8.4,6.7,,10.5,8.3,18.9
2011,Nebraska,Risk Factors,Hypertension,6.0,,27.65,60.8,58.9,76.3,77.8,55.55,51.1,53.15,41.45,33.2,56.05,54.199999999999996,47.3
2011,Nebraska,Risk Factors,Nutrition,87.3,,85.5,85.0,85.2,84.1,81.4,82.1,88.9,85.4,83.2,78.1,85.5,85.8,81.2
2011,Nebraska,Risk Factors,Obesity,,34.25,31.2,30.1,30.299999999999997,28.549999999999997,27.700000000000003,34.0,27.4,30.65,28.75,49.4,31.65,30.75,31.5
2011,Nebraska,Risk Factors,Physical Inactivity,83.5,,76.0,71.4,72.0,65.2,61.4,74.6,72.8,73.7,61.4,75.8,63.4,75.3,71.6
2011,Nebraska,Risk Factors,Smoking,22.5,,25.5,17.3,19.8,8.6,4.2,18.0,22.1,20.0,18.3,11.2,28.9,19.6,33.5
2011,Nevada,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,,7.1,5.7,15.4,17.8,3.9,6.6,5.2,,,10.8,5.6,
2011,Nevada,Cardiovascular Diseases,Coronary Heart Disease,,,,5.7,5.5,12.0,13.7,3.7,4.6,4.1,,,,4.8,
2011,Nevada,Cardiovascular Diseases,Major Cardiovascular Disease,,,3.0,11.5,9.6,25.1,27.8,7.5,9.4,8.5,5.7,,14.7,9.6,7.8
2011,Nevada,Cardiovascular Diseases,Stroke,,,,4.0,3.0,9.3,11.5,3.5,2.8,3.1,,,,3.1,
2011,Nevada,Risk Factors,Cholesterol Abnormalities,,,58.5,68.1,67.9,76.0,43.2,65.55000000000001,65.80000000000001,65.7,62.85,33.9,39.2,66.05,51.5
2011,Nevada,Risk Factors,Diabetes,,,4.1,13.7,14.7,22.2,19.0,9.2,11.4,10.4,10.1,,17.5,9.4,14.8
2011,Nevada,Risk Factors,Hypertension,10.2,,27.05,58.75,58.0,76.35,79.1,52.0,49.4,50.45,38.6,40.1,45.4,53.65,47.15
2011,Nevada,Risk Factors,Nutrition,89.5,,77.8,80.4,80.2,85.7,84.6,77.6,84.8,81.2,80.1,79.5,78.8,82.5,77.7
2011,Nevada,Risk Factors,Obesity,,36.0,31.15,29.7,30.0,27.8,30.75,34.0,27.45,30.55,30.55,55.5,29.900000000000002,30.3,34.15
2011,Nevada,Risk Factors,Physical Inactivity,82.0,,78.5,74.7,74.3,68.7,65.6,74.2,77.5,75.9,70.4,72.4,71.3,79.1,75.4
2011,Nevada,Risk Factors,Smoking,17.4,,26.8,22.3,25.3,13.5,7.0,20.3,25.6,23.0,15.5,,29.8,25.9,29.5
2011,New Hampshire,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,,5.5,4.3,12.7,14.7,2.5,5.8,4.1,,,,3.9,
2011,New Hampshire,Cardiovascular Diseases,Coronary Heart Disease,,,,5.2,3.9,12.6,15.5,3.0,4.8,3.9,,,,3.6,
2011,New Hampshire,Cardiovascular Diseases,Major Cardiovascular Disease,,,1.6,9.6,7.1,22.3,26.6,6.0,8.8,7.4,,,,7.1,
2011,New Hampshire,Cardiovascular Diseases,Stroke,,,,3.2,2.4,6.7,8.3,2.6,2.5,2.6,,,,2.4,
2011,New Hampshire,Risk Factors,Cholesterol Abnormalities,,,59.8,70.15,69.25,78.05000000000001,76.9,66.4,68.75,67.55,47.8,,45.3,67.65,34.8
2011,New Hampshire,Risk Factors,Diabetes,,,2.4,11.3,11.0,19.4,20.6,7.4,10.1,8.7,,,,8.5,10.5
2011,New Hampshire,Risk Factors,Hypertension,8.9,,27.150000000000002,58.7,56.25,76.6,78.35,53.650000000000006,50.900000000000006,52.0,24.6,,51.0,52.199999999999996,30.2
2011,New Hampshire,Risk Factors,Nutrition,77.7,,76.3,77.5,77.2,79.5,77.4,72.1,82.9,77.4,67.1,73.1,,77.5,84.1
2011,New Hampshire,Risk Factors,Obesity,,33.45,31.7,30.55,30.55,29.700000000000003,30.299999999999997,33.65,28.450000000000003,31.049999999999997,24.1,63.5,38.85,31.2,27.9
2011,New Hampshire,Risk Factors,Physical Inactivity,83.0,,79.4,76.2,77.6,70.2,66.4,77.9,77.0,77.5,56.7,,,78.2,68.1
2011,New Hampshire,Risk Factors,Smoking,21.7,,27.3,17.1,18.0,7.3,4.1,18.5,20.5,19.5,26.1,,,19.2,33.2
2011,New Jersey,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,0.7,5.6,4.8,11.8,13.9,3.2,5.4,4.2,3.3,,3.9,4.9,
2011,New Jersey,Cardiovascular Diseases,Coronary Heart Disease,,,0.9,5.5,4.3,12.2,13.9,3.0,5.2,4.1,2.8,,3.3,4.7,
2011,New Jersey,Cardiovascular Diseases,Major Cardiovascular Disease,,,2.1,10.5,8.5,22.4,24.9,6.8,9.3,8.0,6.0,4.3,8.8,8.8,10.1
2011,New Jersey,Cardiovascular Diseases,Stroke,,,0.7,3.0,2.2,6.8,6.9,2.7,2.0,2.3,1.8,,3.9,2.3,
2011,New Jersey,Risk Factors,Cholesterol Abnormalities,,10.7,60.65,69.6,69.55,75.9,50.4,66.9,67.65,67.25,66.7,35.7,29.6,68.05,34.1
2011,New Jersey,Risk Factors,Diabetes,,,3.1,11.7,11.0,20.4,19.0,8.1,9.5,8.8,11.1,7.9,10.1,8.0,10.5
2011,New Jersey,Risk Factors,Hypertension,8.6,,29.1,60.15,57.949999999999996,77.6,79.15,54.45,52.099999999999994,53.25,44.65,46.099999999999994,56.949999999999996,55.25,50.1
2011,New Jersey,Risk Factors,Nutrition,87.0,,83.2,82.4,83.5,80.2,80.5,79.9,86.7,83.2,81.6,82.0,82.4,84.2,78.5
2011,New Jersey,Risk Factors,Obesity,,35.95,30.25,29.25,29.25,28.75,28.25,33.35,26.799999999999997,30.1,28.05,32.15,29.0,30.65,30.55
2011,New Jersey,Risk Factors,Physical Inactivity,85.8,,74.4,71.3,73.7,64.2,59.9,71.1,76.2,73.6,64.4,72.5,71.5,76.6,71.1
2011,New Jersey,Risk Factors,Smoking,20.0,,19.0,15.1,17.9,8.9,6.9,14.7,19.2,16.9,14.3,7.8,21.4,17.9,17.5
2011,New Mexico,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,1.3,6.2,5.1,12.4,13.2,2.9,6.0,4.4,4.1,,,4.7,4.1
2011,New Mexico,Cardiovascular Diseases,Coronary Heart Disease,,,0.8,5.3,3.8,11.6,13.5,2.7,4.7,3.7,2.8,,,4.8,2.5
2011,New Mexico,Cardiovascular Diseases,Major Cardiovascular Disease,,,2.7,10.5,8.2,21.0,23.8,6.2,9.3,7.7,6.9,,10.3,8.9,5.9
2011,New Mexico,Cardiovascular Diseases,Stroke,,,1.3,3.5,2.5,6.6,8.5,2.8,2.5,2.6,2.2,,,3.1,1.8
2011,New Mexico,Risk Factors,Cholesterol Abnormalities,,,57.95,68.55,68.5,74.0,73.5,65.45,66.45,65.95,65.35,18.3,41.4,67.05,62.15
2011,New Mexico,Risk Factors,Diabetes,,,4.2,13.8,13.9,20.5,19.6,10.0,9.9,10.0,11.8,,11.9,7.4,14.0
2011,New Mexico,Risk Factors,Hypertension,3.6,,29.55,59.85,57.35,75.25,77.35,54.400000000000006,50.45,52.3,50.900000000000006,23.2,41.0,54.099999999999994,46.95
